Unnamed: 0	text	task1
1815	Me acuerdo la primera vez que me pint  el cabello g ero dije  solo una vez para quitarme la espinita  LOOOOLLL	0
1816	Un compa ero del trabajo me dice g era y yo as  de 	0
1817	Ten as un coraz n de oro no merec as terminar as  Un artista de la puta madre se fue que feo sentimiento el que tengo	0
1818	Se la viven peleando tipo  TE PODES CALLAR  VOS CALLATE HIJO DE PUTA  VOS LOCA ENFERMA DEJAME EN PAZ  LO CHAPA PARA JODERLO  ME CANS 	0
1820	no me va a dar rabia porque me di la inyecci n callate est pida no me muerdas vos que sos perra 	1
1821	  C llate a la verga pinche puerca t  eres Tigres puta	1
1822	Jajajaja c llate perra  	1
1826	Es que nadie va a ser capaz de no cagarla de una puta vez Co o ya con las tonter as	0
1827	PERO CALLATE PUTA   te amo	1
1828	  C mo le hacen yo no puedo ni ense ar a dar la patita a mi perra	0
1830	cuando camila le grita callate a la perra me estallo	0
1831	LO HERMOSA QUE ES CAMKLA LA PUTA AMDRE ESTA MUJER ES ARTEEE	0
1835	Tire un estado re largo indignada y lo borre a la verga PORQUE ME ENOJE DE SOLO VOLVER A LEERLO	0
1837	  zorra hija de puta no mereces bibir	1
1838	  Callate pedazo de puta yo se que me extra as no te hagas la dura	1
1839	Es que es de puta risa os tendr a que ense ar todas las transcripciones de los chats al soporte de Amazon da para pelicula	0
1840	      Te mereces que te hackeen escoria   JAJAJ	0
1841	    Callate hijo de perra eso no lo veras te iras a chingar tu madre junto con el pri pinche asalariado de mierda y cuando quieras nos rompemos la madre pendejo	0
1842	Taburete A casa de Dron a casa de Dron nos vamos a casa a casa de Dron   C llate de una puta vez ni o de pap  y vete con  l a la c rcel que es donde deber a estar	0
1843	  Callate chapa la puta madre te voy a vomitar el farol	0
1844	que no  por que eres tan puta zorra mentirosa  cualquier user chica es mas juguetona que tu puta monja   Bueno suele pasar yo no busco ser juguetona  	1
1845	    C llate es mi mejor amigo zorra	1
1847	Ay una chica es mi salon que es muy puta y acabo de pelear con ella en chat pero no me quiero pasar Ac  en twitter si la puedo insultar ya que nunca lo ver  LA CONCHA DE TU MADRE ESPERO TE MUERAS HIJA DE PUTA mentiras no soy tan mala pero se lo merece	1
1848	  Eso no vale dice una virgen y tu eres una puta barata que lo se yo eh no me enga es Si eso pilla a Pablo que adem s te agredecer  el sacrificio 	1
1849	  Callate la boca Subnormal que no tienes ni puta idea de f tbol	0
1850	Y tu eres Perra l drame Ay qu  perra mi amiga 	1
1851	    tu eres bazofia y escoria	0
1852	Si mi abuelo a n siguiera vivo su mejor comentario para m  ser a Pinche G era	1
1853	Mira estoy hasta los cojones de que por ense ar una teta y no ser t o me llamen guarrapor ense ar el culo me digan que solo lo hago para calentartronco tanto os cuesta ver una teta de una t a como algo normalEs un cuerpo al igual que el del hombreamo ense ar mi cuerpo 	0
1854	  Jajaj c llate puta anda a depilarte	1
1855	Mi mam  est  d ndole la callada de hocico m s perra a mi pap  WHAT A QUEEN	0
1856	Dice mi mejor amiga que te calles puta	1
1857	  Cuidad n que llamar hijo puta a un hijo puta te condenan y no lo digo por nadie que no merezca una guillotina Al rev s Arriba la cuchilla y debajo la rugosidad oxidada Sucio Lo merece el gnomo	0
1859	  Uy pero que cochino el que acoso a la fea est  No se le cree nada a la imb cil est  maju creo se llama Un asco y mentirosa la mina	1
1862	  Callate perra que te extra o	1
1864	  Callate puta Sos mas vueltera para dormir	1
1865	   t  eres mi perra 	1
1867	Princesa tu puta madre trae a mi conejita no te mereces mis mimos ni mis besos 	0
1868	    Sin lugar a dudas a ti por analizar de forma tan exquisita realidades que no todos logran ver	0
1869	Jesus le mete ideas en la cabeza a Gabe la puta madre que lo pari  c llate hombre	0
1870	Ahhh pero vaya y uno callada les acepte las cortes as sin  nimos de darles sexo que cuando se estrellen de perra oportunista no te bajan	0
1872	  C llate un rato zorra quema	1
1874	  Callate facho   acosador y la conchetumare si no que  q tir  tu dm de acoso hombre felizmente casado bloqueame te conviene viejo culiao	0
1875	le tengo que ense ar a mi perra a cerrar la puerta porque la abre y no se da cuenta de quE TENGO EL AIRE PRENDIDO	0
1876	        Las mujeres son mujeres tengan polla o no no son mujeres atrapadas en cuerpos de hombre ni hombres q se sienten mujeres por dios que me est n sangrando los ojos de leer tal pego Y cuidao que 	0
1877	  BASURA NOOOO  T  ERES UN ESCORIA UN PARIA HUMANO Y LAMECULO DEL BURRO	0
1878	Bueno callate esos dedos perra 	1
1881	elcejass comemela pija de canto bujarrillano vead pa poner la voz tuya de Drakuin es  	0
1882	Estoy en el subte y justo se subi  uno de esos que cantan y lo tengo al lado CALLATE LA PUTA MADRE NO VES QUE NO PUEDO ESCUCHAR BIEN CONSEQUENCES ahre se enojaba	0
1883	me hace gracia la gente que me toca la polla y luego cuando estoy callada me preguntan que te pasa o tienen huevos de llamarme amargada XD mira te metia una patada voladora en la nuca que ni xaki xan xd	0
1885	Emily aprovecha a no tu eres muy puta v jajajajjaja 	1
1888	    Ya retirate hijo de tu puta madre solo das pena en el campo no mereces estar en este equipo solo por que te ha de cojer el pel n de entrenador	0
1889	  mili la monta a de colores de Per  est  Machupichu	0
1891	Algunas mujeres se quejan tanto del acoso pero ahi tienen fotos ense ando yo sacando el culo 	1
1893	SIIIIII POR FIN EXPULSARON A ESA G ERA No la tragaba desde el primer d a hahahaha  	1
1895	Juez de EEUU reafirma fallo de que debe reanudarse el DACA  	0
1897	  Nany t  eres bien perra b sica	1
1898	Verga puta c llate ya 	1
1900	Y cuando llega y me destroza  l dice te lo mereces por puta  No dejes de someterme cielo     	1
1901	  Jajajajaj callateee en serio Que hijos de puta	0
1902	En   tipos fueron puteados por delitos que no hab an cometido No tardaron en echarse al monte Hoy buscados por Migueletes y Gabachos sobreviven como bandoleros en Sierra de Ronda Si tiene Ud alg n problema y si los encuentra quiz  pueda contratarlos     	0
1903	  C llate perra que est s igual	1
1904	heeeeeey g ero  	0
1906	          Co o eso parece un lobo xdiosdonde esta el lazo del pelo ehhhh 	0
1908	Podr a confirmar alguien la prohibici n o no en un colegio de Tarrasa de comer bocadillos de jam n mortadela o chorizo por presiones de los putos moros	1
1910	  Imb ciles para NADA normal Espero est s mejor y que urge normar el acoso callejero	0
1911	    que pasa que esto no es abuso Nadie habla de los  que han abusado de una pobre mujer 	0
1913	A usted le debo un sue o que fue ilusi n  a usted le debo muchos besos por las noches y mi lengua debe un recorrido en la ruta de sus lunares  a usted le debo mucho y no pienso quedar en deuda	0
1916	  Uy ni o cierra el pico de una puta vez Ya entendimos que tu eres el bueno de todo y que un poco mas y hasta el gato es malo sabes  porque en vez de inventarte una historia que sabes que es mentira porque no dices la verdad  Temes perder seg	0
1918	  T  eres un puto transexual hijo de perra	0
1919	  Es mierda licuada de perro por que tu eres una perra no puede ser tuya Si waaaa	1
1920	  Que los manden a su puta tierra haber si all  son capaces de rechistarya est  bien de tantas tonter as co o	0
1922	Miguel por favor c llate de una puta vez	0
1923	TANIA FECHA DE NACIMIENTO APROXIMADA JULIO  FECHA DE APERTURA DE  LBUM  SEXO HEMBRA PESO  KILOS ALTURA A LA CRUZ  CM POSITIVA EN LEISHMANIA  PADRINOS DAVID Y LIDIA  CARACTER 	0
1924	  no te deseaba ning n mal pero necio con los pendejos de      Entonces que te corran a chingar a tu sudaca madre	1
1925	    Sois tan sumamente escoria para provocar a las personas para crear audiencia y sabiendo el d a que os mandan al basurerosalvame lo ha dejado la gente de ver no me extra ayo sab a lo q hac is para crear audiencia os invent	0
1926	Vuelvan ahre quiero un novio asi mi novia es una zorra y estoy enojada asi que quiero uno asi ahr mentira 	1
1927	En el tren la gente habla gabacho V	0
1928	Editar adem s de complicado es lo que hace de algo que merezca la pena o no porque puedes haber grabado la puta hostia de planos que si no los montas bien con un sentido y los maquillas atractivamente se va a la mierda	0
1930	  Callate perra si no lo quieres apoyar no lo apoyes y ya Ahorrate tus comentarios	0
1935	VAMOS LA PUTA MADRE FLORENCIA TE LO RE MERECIAS FEDE LA TENES ADENTRO PETIZO PUTO ahre igual si estoy feliz callense	0
1936	  Jajajajaja yo s  que t  eres la perra pero en est  ocasi n hablaba de tu hermana	1
1937	Puro pinches tequila shots con los g eros 	0
1938	  Me flipa Me tienes que ense ar a hacer pelo me cago en la puta JAJAJA	0
1939	  Ensuciar a alguien por resentida por as  decirlo o alg n motivo que no sea acoso  violaci n o maltrato es una pelotudes tremenda  Dejen vivir a la gente que no hizo nada y ensucien al que en verdad se lo merece	0
1940	Si no me devuelven el follow LES VOY A METER EL DEDO PULGAR POR EL AGUJERO DEL CULO PEDAZO DE HIJO DE PUTA MERECES MORIR TARADO ahre IGUAL SI	0
1941	Dia   Estos gabachos c mo pueden vivir sin chilitos serrano en casa   me siento incompleta	0
1942	Y  sta canci n se la dedico a mi perra Laika  T  eres mi Laiki Mi Laiki  Laiki  Laiki  Mi Laiki  Laiki  Laiki Perra perra perra Lai Lai  Ahr lo que es estar al pedo  v 	0
1944	  Kundogan Yo no estoy hablando contigo c llate la puta emoci n	0
1945	Hijo de puta ojal  te violen en la puta c rcel hasta matarte mereces sufrir eres un hijo de puta 	0
1946	  Hija de re mil puta Ya te va llegar lo que te mereces 	1
1947	Y el sapoconcho salvado Que puta mierda Para mi se lo merecia mas Miriam   Gracias al de las gafitas verdes se acaban mas chorradas	0
1949	     me podes ense ar de como mi rcoles dibujas tan bien Ense ame chamaca perra Ahre esta emosho uwu	1
1951	      En toda la puta boca Para q no hableis mas tonterias q sois unos vendehumos	0
1952	Nunca conf es en el gordito g ero orejon gt	1
1953	Hijos de puta Os merec is lo peor Q asco me dais  	0
1954	    BIAN LA PUTA MADRE TE LO MERECES MAS QUE A NADIE	0
1955	Te mueres por ense arle tu polla a NOELIA  A qu  si    	0
1956	He sentido envidia con que justo se la dado al moromierda 	1
1957	  ja en verdad eso crees tu eres la que no aguantar a hacerme un paizuri sin enamorarte de mi polla	0
1958	Ive just posted on my Blog about As  fueron los primeros minutos de los  subsaharianos en Ceuta tras el salto de la valla  Check it out 	0
1959	la calle es una zorra pero baby tu eres m s por eso cu ndo llego me vuelvo a enamorar	0
1961	Me averg enzo debser hombre por lo tan hijos de la gran puta que pod is llegar a ser os merec is lonpeor del mundo que os maten lentamente y sufr is hasta moriros   OSMATENATODOS 	0
1962	  Te lo mereces perra asquerosa	1
1963	Las Supernenas de T nger sin velo y con minifalda Tres j venes marroqu es luchan contra el acoso sexual 	0
1964	  C llate puta No me doy cuenta no me da	1
1965	  maldita tu eres puta o das el culo gratis o aceptas cesta ticket	1
1968	Mentiras que se le dicen a una mujer Te quiero Eres la unica en mi vida Estaba con mis amigos Sigue chupando que yo te aviso	0
1969	Esta chica es m s puta mi mama 	1
1971	TIENE DENUNCIAS POR ROBO  Y LAS DE ACOSO DONDE EST N TE LO MERECES POR LO MIERDA QUE FUISTE TODA TU PUTA VIDA NO PUEDO DEJAR DE RE RME JAJAJAJAJAJAJA	0
1972	  Hijo de puta Espero q me leas tu eres el q tiene q estar preso rata maldita pronto t llegara la hora Espero y te quedes a afrontar tus actos como hombresito si es q lo eres y no sales huyendo hdp	0
1973	Nombre a buena perra hora se le ocurre a mi hermano mayor ense arle a manejar a mi otro hermano adi s mundo cruel	0
1974	      Es que aunque no lo creas responder eso suena a no llevas raz n c llate la puta boca porque no quiero escuchar una verdad aunque no sea lo que quieras expresar	0
1975	Raoul no se merece estar nominado se merecia estarlo la semana pasada y hoy en la puta calle gracias    	0
1976	JAJAJAJA te lo mereces perra 	1
1977	Madura colombiana quiere leche en la cara    as tetillas come mi polla chupar las pollas comiendosela chupa la verga comiendome la polla chupa gargantas chicas 	0
1978	A esta guarra le gusta ense ar el co o       	1
1981	  C llate puta que voy a ir ese d a y te va a caber	1
1982	    Puta que te CAGARON Y yo creo que t  eres un burgu s que se cree revolucionario Pero a la hora de los qui hubo terminas votando por la NM Ojal  alg n d a te toque ganarte el sueldo se siente bien  Boric al igual que	0
1983	      Es que la puta libre lucha denuncia la explotaci n sexual No tiene nada que ver Por la explotaci n laboral en la industria textil vamos a abolir la industria textil No Vamos a perseguir la explotaci n	0
1985	Fui buena con un mont n de personas que no se lo merecian a partir de hoy voy a ser mucho m s hija de puta con todos	0
1986	 Puta que bueno que me ense aron a tocar la flauta en la primaria me ha servido un chingo en mi vida  Nadie nunca en su perra vida	0
1987	Menudo osti n que se lleva el moromierda  	1
1988	NO compres a los manteros NO pagan impuestos SE acercan de forma intimidatoria PUEDEN llegar a ser muy violentos DESTRUYEN nuestros comercios VENDEN productos de mala calidad EST N indocumentados en gran parte LA deportaci n es la  nica salida	1
1990	    QUE ZORRA TE MERECES LA MUERTE	1
1993	  Este se or es imb cil de la polla	0
1994	  Tu eres divina y perra tambi n JAJAJAJAJJAAJA	1
1995	Amo el gabacho 	0
1996	Y despues hablabamos de lo que paso en eeuunosotros tambien tenemos nuestro Homeland sudaca 	0
1997	  C llate zorra	1
1998	Comentario ESCATOL GICO Si no hay papal del culo deben abstenerse de acercarse a la valla de Melilla al menos hasta que los lindos negritos visitantes est n ESTRE IDOS 	1
1999	    Ya est  la ni a del exorcista diciendo tonter as Has visto lo que a hecho la guarra de t  hija	1
2000	La Gendarmer a fue directo a provocar son unos hijos de puta Hay que bajar a este gobierno de mierda	0
2001	  callate zorra me amas	1
2002	    C llate re concha de tu madre hijo de perra con caca      	0
2003	LOCO LA PUTA MADRENO TODO TIENE Q VER CON MI NOVIA ES LA LETRA DE UNA CANCI N	0
2007	  C llate perra t  no estuviste ah 	1
2008	  Callate zorra si a vos te gusta estar con todos	1
2009	  te hice un dibujo pero la verdad me da puta pena ense arlo xD Es horrible xDDD	0
2015	    Diego me caguen tu puta madre callate ya ostia puta me caguen diso	0
2016	La   leer  un manifiesto el s bado para mostrar su repulsa a la violencia y contra los abusos sexuales al hilo de las denuncia contra tres de sus ya exjugadores uno de ellos berciano    	0
2018	Qu  puta rabia la gente tan descarada conchuda no merec s ni puta mierda	0
2020	Hay un hijo de puta llamando a ofrecerme trabajo de scort de casa de citas y un poco de tonter as Es una estafa	0
2022	  Eso es acoso y provocaci n	0
2023	Ense ar Tampax llenos de sangre en una red social no es ir de moderna es de ser una guarra fracasada de la vida sin verg enza alguna hijas de puta	1
2024	    Esa zorra se merecia todo lo que le pas  De hecho en la parte del juego donde tenes una cita con una de las dos a mi me aparecio Tifa Chere playing otomes even if its not an otome	1
