	text	Task1
8752	You have to be a real warped son of a bitch to believe you have the right to force women to go through a pregnancy against their will I cannot fathom how this is an acceptable position All men SHUT THE FUCK UP ABOUT ABORTION FOREVER	non-sexist
8753	  And you dont even represent women for anything so stop talking and stay in the kitchen and cook and eat	non-sexist
8754	    He called himself Spartacus he is selfish grandstanding hysterical woman	non-sexist
8755	  youre a pussy stfu	sexist
8757	  Stfu bitch you dont like me get outta here punk hoe you just bored	sexist
8758	  Last wk you said some women allege rapeassault after consensual sex they regret Pls read   tweets 	non-sexist
8759	  What I find amusing is the hysterical woman sitting next to  	sexist
8760	      Shut the fuck up you reatrd NO ONE SAID SHIT about you being a jew or even hinted at it Typical rightwing racist scumbag always the BIGGEST PUSSY in the room GO suck some russian cock	non-sexist
8761	  Ann Coulter winning most hysterical woman WATCHING the Kavanaugh hearings	sexist
8762	    No I pointed out your semantics were grasping at straws If I said a woman can rape a ma  	non-sexist
8763	Well I guess Booker won the most hysterical woman award today 	non-sexist
8764	  Unless you love a skank hoe that cheats on you Then you apply the motto we dont luuuuhh dem hoes	non-sexist
8765	    Still made it farther in life than you Stfu and get outta here if you aint supporting	non-sexist
8766	guy i want a girl whos smart but i also want a girl who is a total and complete slut whoreme how bout a smart slutwhore	sexist
8767	Reason   why men can be garbage human beings but   but slap   with that not all men crap    	non-sexist
8768	I deleted my opening tweet about this because you know be a good woman keep quiet mustnt be hysterical or make a fuss	non-sexist
8769	  Yorkshire woman who taught a man   while he was   ing her launches st real anti     	non-sexist
8770	  So now the word hysterical is a completely sexist term So lets get this straight nobody can say the word monkey anymore when they are describing anyting and the word hysterical can no longer be used to describe a hysterical woman	non-sexist
8771	  What if she enjoys it I think the days where women are forced to stay in the kitchen not work etc are over	non-sexist
8772	  Stop lying u skank bitch but white like u	sexist
8773	All you pussy boys and pussy girls who call yourselves her friends didnt even try offering to help her move so none of yall better show up to our house asking her to chill cause fuck all of yall fake asses	non-sexist
8774	Dis bitch had the nerve to tell me im not from a hood Bitch stfu ill spit on u hoe u dont know meso mind ya business and worry bout yo child instead of medickriding ass girl	sexist
8775	From A list stars to budding actresses The women who accuse Harvey Weinstein of rape and   via  	non-sexist
8777	Well FHUTA my gamertag was just banned today and its all thanks to     you pussy platoon fucks decided that FHUTA was such a bad fucking word you decided to hide it in the depths of your foreskins I hope you get ligma and die PS fuck u	non-sexist
8778	Back to the kitchen you stupid sandwich maker	sexist
8780	  Woman who accused Nelly of rape wants to drop charges 	non-sexist
8781	 Tunisians try to rape Lampedusa woman   Manages to send them packing 	non-sexist
8782	Bitch shut the fuck up and dont talk about Afghanistan	sexist
8783	  Hysterical Women is right out of the Con play book they believe only men can make the most fucked up decisions of all time not need for women	non-sexist
8784	Insulted of being a rape victim by the same people who are today crying out against victimization of women and chi  	non-sexist
8785	    Youre hystericalYoure hysterical Youre hysterical Youre hystericalYoure hystericalYoure hysterical Youre hystericalYoure hystericalYoure hystericalYoure hystericalYoure hysterical Youre hystericalYoure hysterical	sexist
8787	      bitch if only you really wanted all the smoke like yall said yall did stfu dumb ass hoe you done said bye times but wanna claim you not retarded BYE BITCH	sexist
8788	Dont worry   you are and will always be the most hysterical woman	sexist
8789	  Corky BOoger is hands down the most hysterical woman of the bunch he wins	non-sexist
8790	           year old time of rape woman brought sui  	non-sexist
8791	This is horrifying So many women have suffered from rape abuse at the hands of men who are never held accountable  	non-sexist
8792	Man this was the most unmotivating script I seen Big T got money for being big years ago Was hot for a few months and people forgot what for Cant stay in the kitchen all day	non-sexist
8795	  it means skank bastard u dumb bitch	sexist
8796	      This is basically a family event like Thanksgiving when the men go to the living room TV to watch football after dinner while the women stay in the kitchen to gossip	sexist
8797	Using my body to be a skank and insulting me Really classyBitch	sexist
8798	I wonder how many Christian women would admit   Because rape culture is most definitely alive and well in churches across the world	non-sexist
8799	Im reading about Martha and Mary this morning and its just striking me again that many of us have turned a story where Jesus tells a woman that she doesnt have to stay in the kitchen into a lesson about how some of us think were too busy for our quiet time	non-sexist
8800	    I want to be that kind of hysterical woman Kamala Harris is badass	non-sexist
8802	  Its because no one wants to talk to a skank like you	sexist
8803	  There are some wins that will make u go hysterical Some makes you happy but same time you are sad beco  	non-sexist
8804	    Fucking bitch  Shes doing that since  years when she give money to STUDENTS STUPID HOE  Now laugh in silence and poverty  U want attention and like bcse its trendy ton talk shit about her 	sexist
8805	H COVERED UP RAPES SEXUAL ATTACKS BILLY HAD SEX ALL OVER THE CLINTON WHORE HOUSE A BABY LIED IMPEACHED THAT HOW HE LOST HIS ATTY LICENSES	non-sexist
8806	Ill rape women but Ill respect cow Jay hind	sexist
8807	Aka you lot can all shut the fuck up and stop blaming her	non-sexist
8808	    please retire that tumor turned you into a hysterical libtard We are sick of you Go cras  	non-sexist
8809	I fucking know who he cheated with even if he didnt say it This fucking bitch Ive always fucking hated her two faced whore ass	sexist
8810	  You thought Kamala Harris was a hysterical woman at the Kavanaugh hearingsHow much box wine have you had today	non-sexist
8811	These hysterical women would benefit from listening to   Women should learn to control their emotional irrational female side the way men have learned to control their aggressive sexual nature Men are quite obviously the more evolved of the sexes in this regard	sexist
8812	          You must be so proud of a sandwich maker It takes a lot of brains to put mustard on a sand which	sexist
8813	  you are a hysterical woman	sexist
8814	Rape is DISGUSTING No woman or man deserves to go through something as traumatic as that Nothing can ever justify rape Rape is a choice	non-sexist
8815	You call girls a hoe but youre a hoe too Lol stfu lame ass bitch	sexist
8816	where are my fellow hysterical women who would have either been a an oracle in ancient greece or b burned at the stake in medieval timesmake some noise ladies	sexist
8817	Listening to this right now Tis plaintive and wistfully beautiful	non-sexist
8819	beg for your fingers inside my tight little pussy i promise its only wet for you maybe ill also beg you to choke me or spa dont think youve earned any of these things angel demanding subs sigh only beaten by bratty su	non-sexist
8820	    Do you believe that gender dysphoria is compatible with using your penis to rape women Isnt rape about as male an act as one could imagine	non-sexist
8822	  Lmao stereotypical feminists  stereotypical hysterical women What a win win keep it up ladies Youre doing great	sexist
8823	Free speech has no limitations what so ever otherwise its not free speech you crazy fucking bitch  	non-sexist
8824	shes a fucking bitch and has a drinking problem but that pussy good	sexist
8825	I wouldnt have done anything if you didnt express any interest THE BITCH WAS  YOU MOTHER FUCKING CUNT HE REALLY IS TRYING TO JUSTIFY HIMSELDTHIS IS EXACTLY WHY HE SHOULDNT HAVE BEEN RELEASED	sexist
8826	Eminem raps about wanting to rape women that has nothing to do with CNCOs success	non-sexist
8827	if you got an attitudeIm gonna just choke you  devour your pussy	sexist
8828	  Yo honestly you pussy 	sexist
8831	With Playboi Carti saying dont care that pussy got some milage milage and Lil Pump saying youre such a fucking hoe I love it is the year for loving promiscuous women	non-sexist
