	text	Task1
4194	  Tu eres una zorra com un coraz n enorme mereces todos los penes grandes del mundo bb	sexist
4195	  ASHTOB CALLATE ME ESTAS ASUSATANDO PUTA	sexist
4197	 MALPARIDO DESGRACIADO HIJO DE PUTA  SER  QUE TE PARI  UNA BURRA QUE TU MUJER ES UNA HIENA Y TE HA PARIDO CHACALES EN VEZ DE NI AS  CON EL PERD N DE ESE ZOOL GICO QUE NOMBRE PORQUE LOS ANIMALES SON ESO Y T  Y TU GENTE MIERDA PURA 	sexist
4198	  miquel reyes ni puta idea de quien eres pero me estoy desco ando te mereces mi follow	non-sexist
4200	porfa alguien me puede ense ar la polla en directo y que le de igual que le baneen el canal se abre otro y millones	non-sexist
4202	Callate que casi te pones a bailar cuando lo escuchaste zorra 	sexist
4203	c llate que estoy cantando maldita escoria	non-sexist
4204	Si por rechazar ense ar el culo ense ar las tetas follar liarme con quien me salga dl co o o etc soy una guarra tranquil  ser  a n m s guarra todav a Pero lo que realmente soy es libre libre de hacer con mi cuerpo y con mi vida lo que YO quiera no lo que a ti te guste	non-sexist
4207	me acuerdo cuando le dije en anon callate perra hijueputa JAJAJAJAJAJ	sexist
4208	  Azoto tu cara Comemela	non-sexist
4209	  que t  eres del  hijo de puta	non-sexist
4210	Em vez de tapate te diria callate guarra	sexist
4211	Suerte que te meten un delito de odio y no un tiro en la frente como os merec is escoria 	non-sexist
4212	A estos muchachos nunca les ense aron que nunca se tienen que separar Hijos de puta	non-sexist
4213	  Shhh mori callada crota anda a mandarle fotitos a mi ex que para eso serv s nomas PUTA	sexist
4216	Puto sudaca pendejo   dale la  a Lainez	sexist
4218	A fregar guarra  	sexist
4219	  Los puteros que tu conoces son escoria que resulta adem s que has conocido decenas de ellos todos con novia y todos llendo a putas solo para hacer cosas que con sus novias no pueden Pero eso no significa que sepas como son los clientes	non-sexist
4220	Ha estado super ajustado qu  puta rabia Mireya merec a y de lejos quedarse esta noche  	non-sexist
4221	Todo pol tica no se levanta la sesi n y estos hijos de puta mandan a los peones que est n en la plaza y provocar violencia  polic as heridos pero no pasa nada si esos que est n ah  son el pueblo DIOS MIO el pueblo es mi vieja que se rompe el lomo laburando no ellos	non-sexist
4222	Yo no me olvido de ti mereces mucho m s de lo que tienes Pero  puta vida cuantas ganas ten a de verte levantar la copa en el Campin as  es la vida ojal  alg n d a regreses a lev ntala 	non-sexist
4223	    Por supuesto que no todos son as la mayor a son como el como la escoria de al lado por cierto a lo segundo en que mundo vives Xdd	non-sexist
4224	Mi amor  crees en el amor a primera vista   Claro Si te hubiera mirado dos veces no me habr a casado  	sexist
4225	 Por que una mujer se alegra al acabar en  meses un puzle de  piezas Porque en la caja ponia de  a  a os	sexist
4226	Un g ero y una morena es la mejor combinaci n ever  	non-sexist
4227	esta mujer es de las pocas q levantan mi atencion y mi polla 	sexist
4228	Para vos gallina puta callate es idolo de todos Dieguito 	sexist
4229	Lo de Maduro sali  mal L stima Era un drone sudaca Un dronebomba americano no fallaba   	sexist
4230	      callate puta qu  te hago caca y se m s qu  tu	sexist
4232	Una mujer tan lista tan lista tan lista que todo el mundo le llamaba Paco	sexist
4233	  HIJA DE PUTA YA ME VEIA ENSE ANDOTE A CAMBIAR PA ALES YEGUA DE MIERDA te odio	sexist
4235	  Encontr  m  billetera con toda la plata todos los documentos y tarjetas EN TU CARA ZORRA	sexist
4236	Hijos de puta los de aqu  Colado y los de all  musulmonos 	sexist
4238	  No hay que ense ar a los estafados por los bancos como no quedarse en la puta calle Sus empleados deben saber practicar banca etica	non-sexist
4239	bastante mal lo que ten a de bonita lo ten a de hija de puta merec a totalmente lo que le pas  	sexist
4240	Ohh chingaos es chida esa sensaci n en la cu l sin esperar miras a ver un cami n y dos gabachas con cel en mano te toman foto te sonr en y te dicen adios enamorado quedas huerci	non-sexist
4244	  Que los mates a todos no ves que esa escoria es mejor con una paliza en la cara y muertos a palazos en la cara	non-sexist
4245	te mereces nada y yo te doy todo que hijo de mil puta juro por lo que sea no volver a contestarte ni un solo puto mensaje siempre haciendo cosas por vos y vos valorando un culo	non-sexist
4247	Es la hora de la siesta  C mo se dice siesta en femenino Fregar los platos	sexist
4248	Qu  rico vivir en un pa s donde las cosas no son as  y nos dicen sudacas 	sexist
4250	O Panam  es muy chico o tu eres muy perra	sexist
4251	Me preguntaron por qu  mi perro tiene collar rosado y mi perra uno verde No ser  al rev s No amis porfa callate	non-sexist
4252	Este  les he tuiteado como la puta verga que soy ya se merec an mi regreso	non-sexist
4253	  Jajajaja c llate perra y hace un bebe	sexist
4256	  Encuentro fascinante como los t os cogen una prueba de su inutilidad fr gida mal follada co o reseco y tratan de hacerlo pasar por un insulto hacia nosotras	non-sexist
4257	  Si me pas  La perra de la ex de mi novio hacia lo mismo lo chistoso es que el sabe que pongo  que no Todas rid culas	sexist
4258	somos lo que comemos tu eres lo que bailas eres una puta guarra	sexist
4259	Jajajajaja le tengo que ense ar eso a mi perra 	non-sexist
4260	  si a ver para cuando   pe pe pepepepe	non-sexist
4261	  callate zorra siempre inventas competencias para no hacer nada	sexist
4262	T pico de minitas si una chabona sube una foto con poca ropa o en bikini es una trolaputa y que quiere provocar pero si lo hace ella est  todo bien jajaja ni dos dedos de frente tienen algunas 	sexist
4265	Los peronchos nos quieren ense ar a gobernar  hijos de puta	non-sexist
4266	    Pues tu eres un hijo de puta que te haces pasar por   	non-sexist
4267	Dustin Hoffman se enfrenta a nuevas acusaciones de acoso y violaci n  Cineman a     	non-sexist
4268	INCLUYE V DEO  INMIGRACION   Jos  Ignacio Landaluce pide cabeza e implicaci n europea  	non-sexist
4269	    C llate mi perra 	sexist
4270	    callate puta gorriada	sexist
4271	Mucho estado pero en la cara no me decis nada andas m s que pilla que me la banco de one zorra	sexist
4272	Me tiene re podrido toda con eso de tu novia es una puta no tenes que estar con ella es alta zorra y bla bla bla Si no conocen no opinen la concha de la lora  si tanto huevos les da decirlo d gamelo a m  Te podrido de los pelotudos que hablan sin saber	sexist
4273	        QUE NOOOO QUE NOOOO TU ERES ALIADO DE JORDI EL NI O POLLA	non-sexist
4274	Justo cuando creo que me gustan los morenitos aparece un g ero que me encanta y luego cuando creo que me gustan los g eros aparece un morenazo que me vuelve loca  Pues  qu  se le va a hacer  Ya no me pregunten c mo me gustan los hombres porfi	non-sexist
4276	  Callate zorra ayer yo estaba sanito en mis  sentidos jaja	sexist
4278	  YA C LLATE HIJO DE TU PUTA MADRE 	non-sexist
4280	tengo que ense arle a mi perra a que solo se acueste en un lado del sill n donde tiene una manta estoy preparada para sufrir y escucharla gru ir cuando la saque del otro no hab a un trabajo m s f cil	non-sexist
4281	MIRA TODO LO QUE DESPERDICIASTE LA PUTA QUE TE PARIO NO TE MERECES VIVIR 	non-sexist
4283	YA C LLATE MALDITA PERRA RID CULA	sexist
4284	  C llate zorra envidiosa	sexist
4287	Tiempos de Twitter Gulag Si respond s una provocaci n toda la botnet troll te reporta la cuenta por acoso y te la suspenden ojo dar RT	non-sexist
4288	Y tu eres perra  Ladrame hau hau hau  QUE PERRRRRRA MI AMIGAAAAAAAAAA	sexist
4289	Voy a acabar denunciando yo a la Guardia Civil por putos pesados que os den por culo iros a por quien lo merezca hijos de puta	non-sexist
4290	  Espera apenas estoy en el primer cap c llate ya la puta madre	non-sexist
4293	  Que rica panochota de Puta perra hambrienta lastima que estamos lejos yo te aria mi Puta te usar a como te mereces	sexist
4294	  C llate GUARRA	sexist
4296	Segunda vez que discuto con mi g ero Esta peg  m s estoy enferma cansada y eso lo hizo m s feo  Me llam  para disculparse acordamos hablarlo ma ana tmb que cuando uno se siente mal no es justo echarle m s  Otra vez hablen no discutan  Nites	non-sexist
4300	Nunca se en que secci n estoy si en  prientos en aprietos  o  g eros por pendejos   no hay algo para los  api onados 	sexist
4302	el es un capo la mujer es una zorra  	sexist
4305	  C LLATE HIJO DE PUTA	non-sexist
4306	    Jajajajjajaja callate la puta madre	non-sexist
4307	Soy rico voto a la izquierda y soy gilipollas pero tu eres pobre votas a la derecha y eres un HIJO DE PUTA    	non-sexist
4308	quiero ponerme un icon de dua pero no puedo elegir porque esa mujer es tan hermosa la puta que me pari 	non-sexist
4311	  oNuevo c llate perra qlia	sexist
4316	    Llevaba mucho escote la zorra esa v	sexist
4317	  Zeus callate puta gorda q te huele la boca	sexist
4320	    te pego un caaso en la cara prra v	sexist
4322	  No te lo mereces perra	sexist
4323	        C LLATE DE UNA PUTA VEZ	non-sexist
4324	Bueno a ver estoy hasta la polla de la gente de mi clase porque no para de hablar sobre tonter as y al final les digo que se callen de una puta vez	non-sexist
4325	Oye puta   callate ya por favor	sexist
4327	dicen que los animales son los m s fieles pero si t  eres una perra qu  pas 	sexist
4329	A ver Si quieres ense ar lo haces  pero bien No c mo puta nada m s picando para conseguir follows  	sexist
4331	Ten s que ser muy hijo de puta para decir que eras su novio le cagaste la vida chab n Y te mereces lo peor corta	non-sexist
4332	Eres la vieja mas osicona y zorra del mundo que no te mereces andar con mi amigo	sexist
4335	  CALLATE PELOTUDO FORRO HIJO DE PUTA	non-sexist
4337	  T  eres perra s lo conmigo	sexist
4338	  IPor que se lo merec a y por hijo de puta Esa no es una respuesta subnormal de mierda IValele pegue por Daniporque lo hizo sentir maly porqu  le estaba haciendo da o poni ndolo celoso Agache la cabeza	non-sexist
4339	    C llate zorra	sexist
4340	  T  eres lo m s hijo de puta que ha pisado la tierra Fuera de la selecci n cabr n	non-sexist
4341	    c llate zorra ac  los leprosos no opinan	non-sexist
4342	  Lo siguiente sera ense ar la puta polla a la gente borja	non-sexist
4343	El acoso cibern tico y la violaci n a la intimidad son faltas graves   NCIALO	non-sexist
4344	El personaje de Corbin es sencillamente ense ar el titulo que le han regalado y no esta haciendo una puta mierda con el a el primero que pase Y no es broma  	non-sexist
4346	Espa a caos total Un grupo de manteros subsaharianos se enfrenta violentamente a los Mossos en  	sexist
4347	  Como si tu hubieras echo eso callate la puta boca	non-sexist
4348	  Que no se sabe lo de los tirantes cop n q no se sabe q puta man a d utilizar a la gente para provocar crispaci n parec is seres mezquinos co	non-sexist
4349	No deber a seguir en TW solo a juristas personas cultas y bien informadas xq acabo perdiendo la perspectiva d g nero y la necesaria visi n sectaria de las cosas Voy a seguir a chonis pol ticos d medio pelo periodistas d o das e indocumentados varios para enriquecerme un poco	non-sexist
4350	C mo co o puedes decir que el partido de Benzema es malo hijo de la gran puta No mereces seguir disfrutando de este deporte si piensas eso	non-sexist
4351	Ej es que es bien puta anda ense ando su cuerpo y eso en que le ayuda a ser feminista	sexist
4352	    GUARRA mejor busca alguien que te ponga mirando para Cuenca que es lo que te hace falta Guarrilla	sexist
4353	 Cu l es la peor desgracia para una mujer Parir un var n porque despu s de tener un cerebro dentro durante  meses van y se lo sacan	sexist
4354	Racismo es a wevo quererse pintar de g eras cuando estan prietas Uu	non-sexist
4358	Me ha parecido una puta mierda que no se cumpla estoporque se merecian cantar esto Silo digo 	non-sexist
4359	      Vas a sentir como s  mueve m  polla en t  culo de putita para qu  veas que t  amo no s  olvida nunca de darte t  raci n de leche en ese maravilloso culo peludo de putita	sexist
4360	  Callate ya pedazo de rata q esa serie es una puta mierda como t  q eres una mierda q verg enza de programa  	non-sexist
4361	  t  eres una perra infernal	sexist
4362	    T  c llate maldita sirvienta	sexist
4364	   Porque no te prostitu s guarra  Aprende a respetar a otros fandoms o que  buscaos atenci n	sexist
4368	          Esas mujeres son las que se quejan del acoso  S  habr  quien las acose	sexist
4369	  TU ERES LA AMIGA QUE SE METE LAS POLLAS DOBL S POR EL CO O ZORRA	sexist
4370	 jonghyun ha sido una de las putas mejores personas que vas a conocer en tu puta vida no merec a por lo que estaba pas ndo y realmente no sabemos ni sabremos nunca toda la mierda por la que ha tenido que pasar para llegar hasta el punto de quitarse la vida 	non-sexist
4373	CACHO GUARRA QUE TE CALLES YA Y ME DEJES ESTUDIAR 	sexist
4374	      Ah tu eres la puta barata del vestido rojo Ven para que te pongan presa aqui por estar hechandole vaina al gobierno 	sexist
4375	    Ya callate ijo de puta	non-sexist
4377	Pens  que no se te hab a roto el tomate este mes  Las Kardashian hablando de su menstruaci n en espa ol gachupin	non-sexist
4378	  Est  pinche zorra c llate	sexist
4379	  sos un tremendo hijo de puta te mereces la peor mierda salu	non-sexist
4380	  Es un completo imb cil al que le siguen muchos como  l que tratan por todos los medios de tergiversar una realidad que no les conviene	non-sexist
4381	Pocas cosas son m s rid culas que un pendejo y una puta creyendo que ser n felices juntos	non-sexist
4382	    Quedate callada hija de puta roba novios que son la pucha jajajananaba	sexist
4383	Estoy tratando de ense arle a mi hermano escribir su nombre pero es duro duro Como la hermana La puta madre	non-sexist
4384	Otra puta injusticia Raoul grande Te mereces lo mejor  	non-sexist
4385	Yang merecia el segundo puesto q puta verguenza  	non-sexist
4386	La catarata de denuncias sobre acoso abuso yo violaci n es equitativamente paralela a la cantidad de a os en los que todo eso se call  u ocult  En lugar de indignarse sobre todo las mujeres pregunt ndose  Ahora se acuerdan  Por qu  no denunciaron en su momento  aplaudan	non-sexist
4387	yo creoque mereces un castigo por zorra no con el cigarro en la manomd 	sexist
4389	Maduro grandisimo hijo de puta c llate la boca no te cansas de cagarla cada vez que abres la boca que tipo tan aberrante y pesado	non-sexist
4390	Las acusaciones sobre acoso sexual y violaci n contra el magnate de Hollywood Harvey Weinstein abrieron la caja de pandora 	non-sexist
