	dataset	source	language	text	task1
2550	MeTwo	Twitter	es	"@MercheOficial Hoy nos vemos y la vamos a liar parda y lo sabes<f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008D>
Ganas de ti, de tu directo y disfrutar como una niña chica<f0><U+009F><U+0098><U+008E><f0><U+009F><U+0098><U+008E>
¡Eres magia!<U+2764> #DeOtraManera #TourDeOtraManeraPalmaDelRio #TeLoMerecesRemix #EllasSi https://t.co/eNu7fR6Z9w"	non-sexist
2551	MeTwo	Twitter	es	#SomosLaAudiencia10 ésta se cree que como es sábado y hacen el deluxe la van a sacar en directo haciendo ése monólogo de loca del coño!!que asco de mujer y con esas pintas!!	non-sexist
2552	MeTwo	Twitter	es	"La final más loca del mundo.
https://t.co/V1eEz6BYa6"	non-sexist
2553	MeTwo	Twitter	es	No se nada de la loca del vaso ni me interesa. Basta	non-sexist
2554	MeTwo	Twitter	es	@CNNChile @tv_monica Nunca  tanto , no en un buen actor,su cualidad es que es trans , ese es su género , por lo tanto tiene un género,pero sí un trans que quiere ser mujer y tiene los medios se puede operar y quitarse el pene para ser mujer está bien,pero si no se quiere quitar por algo será ,lógico	non-sexist
2555	MeTwo	Twitter	es	A la mierda, seré chico bc no valgo para ser chica.	non-sexist
2556	MeTwo	Twitter	es	No nací para ser chica fit	non-sexist
2557	MeTwo	Twitter	es	Borracha pero no mojigata. Bye<f0><U+009F><U+0098><U+0098>	non-sexist
2558	MeTwo	Twitter	es	No es lo bandida lo que molesta, amigos. ¡Es lo doble moral y mojigata!	non-sexist
2559	MeTwo	Twitter	es	#primerplano creo que el problema es la sra. Maldonado se sintió traicionada por Salosny. Y la Sra. Patricia sera pinochetista y todo pero la sra. es de una solo linea. y la Salosny es bien cínica y mojigata es como donde calienta el sol!	non-sexist
2560	MeTwo	Twitter	es	ES QUE AQUI MUCHO FEMINISMO PERO LOS CONDONES QUE SE LOS PONGA EL TIO NO TE JODE! PONTE TU UN ARO AL CARAJO	sexist
2561	MeTwo	Twitter	es	Mucho feminismo pero cuando pensas diferente te atacan, mm esa sororidad	sexist
2562	MeTwo	Twitter	es	A las mujeres hay que quererlas, amarlas, comprenderlas, consentirlas, traerlas aquí... hacerlo por el placer del amor que les tienes y no por obligación.	non-sexist
2563	MeTwo	Twitter	es	Odio a las mujeres que saludan con beso, like, my fucking makeup estúpida!	non-sexist
2564	MeTwo	Twitter	es	@uterope Esta señora parece salida de la Santa Inquisición. Pobres coj...s los seguidores de esta lagartona, que vive del diezmo	non-sexist
2565	MeTwo	Twitter	es	Qué perro oso con la gente que dice “feminazi”	non-sexist
2566	MeTwo	Twitter	es	@lisanlabanca Atajandose de las feminazi q te linchan por todo	sexist
2567	MeTwo	Twitter	es	@Madmax16075757 @catmyrfree @Mr_morq @isabeldangueira @DonTenori14 @Christi36833350 @massaborrega @56Lucas5 @tap_super @Ororo_Pride @silvia_yucca @Aurantiacum @Dan__Vader @Cebacega4 @escofet_jaume @cositasmartinez @Peio_Basque @Jrgen27307674 @ValeriaAlfaya @Morafanova @FreeyellowMarta @santsfree @Donpinpon2011 @ultrasRoures @AdrianBlanco6 @homo_politik @LaVidaNoEsFtbo1 @jlinares63 @CanLaika @Juanma_Saez @Xerxiodpo @UribeX @ZulO_eSp @Dzonrensen @77populacho @Sargantania1 @seingantistenes @DavMatMe @crmontoro @quicowinehouse @davidzelt @CebaCega2 @GloriaFontLopez @moscojonera49 @martinalliue80 @aitor_tillas_ @hedonitt01 @Alekrinora @Luismita Entonces lo de marimacho sobra. Yo en cambio si tengo ganas de conocerla. Me parece una mezcla entre alguien culto e irónico a la vez y estoy segura que tiene que ser muy divertida	non-sexist
2568	MeTwo	Twitter	es	@Vignista211 @laufer4 @MicaViciconte @AngeldebritoOk Son 2 Resentidas con pinta de Gatos! Eso son Todos????  Florcita demostro ser Mosquita Muerta y la Marimacho Peleadora sin Talento ni hablar!!!	non-sexist
2569	MeTwo	Twitter	es	Hombre es que en los entrenamientos te comportabas como una niñata gilipollas.	non-sexist
2570	MeTwo	Twitter	es	@h0lypachuka Me cago en toda tu desgracia ni me has dado el like del respeto niñata	non-sexist
2571	MeTwo	Twitter	es	Oh wow las feministas pueden ser miopes como el 80% de la poblacion im shaking que atrevidas locas. https://t.co/k2udVePNNa	non-sexist
2572	MeTwo	Twitter	es	Sabes que estás en tus días cuando no has caminado casi absolutamente nada, pero las piernas te duelen como si hubieras corrido un maratón ...	non-sexist
2573	MeTwo	Twitter	es	@EstebanMarchand Bajo esa concepción la mujer peruana tendría que vestirse como una mujer musulmana, el problema no es vestimenta, son los valores que se enseñan en casa.	non-sexist
2574	MeTwo	Twitter	es	"Si la vida te golpea y te tira al suelo,levántate,sacúdete y dile ""Golpeas como una niña"" <f0><U+009F><U+0091><U+008C><f0><U+009F><U+0092><U+00AA> https://t.co/93NjZ9LLl1"	sexist
2575	MeTwo	Twitter	es	"Somos mujeres libres, dejá de preocuparte por tu vestimenta, una pollera no es ""mucho"", un top no te define. 
""Pareces una puta con eso"" NO, basta. Dejemos de escuchar la crítica de los necios y vivamos más."	sexist
2576	MeTwo	Twitter	es	Y yo he empezado a pensar en todo lo que me ha pasado a lo largo de la vida. Y Dios menuda vida más intensita para ser mujer blanca occidental de clase media baja xdddd	non-sexist
2577	MeTwo	Twitter	es	@caroagi @anikave @GasparRivas @tv_monica Sorry, sin ánimo de polemizar, hay requisitos para ser mujer? Cuales?	non-sexist
2578	MeTwo	Twitter	es	@AlexMurilio Maluma va q vuela para ser chica trans... Paso de ser el chacal de la colonia a ser dama de noche aaaaaaaush	non-sexist
2579	MeTwo	Twitter	es	#SomosLaAudiencia11 #SomosLaAudiencia11N #ghvipdbt9 La Barneda es la típica mojigata que va de rebelde en un carisisimo colegio de monjas	non-sexist
2580	MeTwo	Twitter	es	@Parejaperfectaz @stones_natalia @staffdeactrices Que buenooo cariñooo ,siempre a las mujeres hay que tratarlas bien	non-sexist
2581	MeTwo	Twitter	es	"#EnBluJeans
A las mujeres hay que aprenderles la terapia de la quejadera.
Eso es lo que las hace vivir más que los hombres. @LUISCARLOSRUEDA @HernandezSimon @Mayerlingveloza @DayanyCorredor https://t.co/Tjs6yttIsV"	sexist
2582	MeTwo	Twitter	es	"@DeluxeSabado Que verguenza!
Arcaica, desde luego no perteneces a las mujeres de hoy en dia!"	non-sexist
2583	MeTwo	Twitter	es	Vamos, ya la hago yo —responde tirando del brazo de la chica para llevarla a la cocina—. Tenías que ganarte mi amistad y en vez de eso, me pones a cocinar para ti. https://t.co/LbnXXLdA9L	non-sexist
2584	MeTwo	Twitter	es	"<U+261D>Hermosas las sartenes de granito de @maestrodecocina_ conseguilas en nuestra tienda online<f0><U+009F><U+008D><U+00B3> https://t.co/1gzpUVYbt2
#lunes<f0><U+009F><U+0092><U+00AA> #comidacasera #amococinar https://t.co/MYuiZuNUTQ"	non-sexist
2585	MeTwo	Twitter	es	X alguna razón entre a la cocina y vi en la tele a pata Villanueva, así de golpe, Sin aviso.	non-sexist
2586	MeTwo	Twitter	es	Pobres esas madres que se han desvivido y ahora su hijo no se digna ni a fregar los platos	non-sexist
2587	MeTwo	Twitter	es	@infinitylau Ajajajaj justo ella q es como un marimacho va a decir q Laura es fea?<f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>ya es mucho el papelón q hace ma vicha, Laura es bellísima<f0><U+009F><U+0092><U+0096>	non-sexist
2588	MeTwo	Twitter	es	"siempre me jodieron bastante por esto ""Como podes tener amigos varones, si sos una nena"" ""ellos te ven con otros ojos, tene cuidado"" ""sos una marimacho"" ""te tenes que juntar con nenas"""	sexist
2589	MeTwo	Twitter	es	Que gestos de superioridad por dios.... como me gustaría que su ira se le fuese de las manos e hiciese algo q ya no se pudiera justificar con el vacío inicial de la casa, q es con lo q se justifica todas las actitudes de la niñata esta, y se cargase solita su concurso #GHVIP12N	non-sexist
2590	MeTwo	Twitter	es	MARTA ALBA Y JULIA DICIENDO MARCAS SIN PARAR.... A ELLAS NO LES LINCHAIS?? SOLO LA NIÑATA MALCRIADA ES MARIA?? VENGA HOMBRE #OTDirecto12NOV	non-sexist
2591	MeTwo	Twitter	es	@MaritereBraschi  Mujer tenias que ser ! ... Las mujeres tenemos mas caràcter para decir las verdades y enfrentarlas ! Bien dicho !  Bravo ! <U+2665><U+FE0F>	non-sexist
2592	MeTwo	Twitter	es	Es lo peor salir de tu casa en tus días, te entiendo https://t.co/NFPWfJn74h	non-sexist
2593	MeTwo	Twitter	es	Quédense cerca de las personas que te dieron luz en tus días más oscuros	non-sexist
2594	MeTwo	Twitter	es	cómo voy a dormir sabiendo q no me he enterao de una mierda de los textos de administración y si mañana me pregunta no voy a tener ni zorra https://t.co/wxP5VTQBod	non-sexist
2595	MeTwo	Twitter	es	@Chileokulto @RocoPamela Puta que impotencia..y si tu te defiendes y los agredes..la zorra te keda....pero ellos de temporada de playa y short te pescan la pierna y pal lado con ella..puta estos ctm..todos los dias el abuso de.poder...pero mandalos pa la legua...se le aconchan	non-sexist
2596	MeTwo	Twitter	es	"Quiero saber.

Ni zorra, perra o gata se valen okay. https://t.co/gvNCGoXGJB"	non-sexist
2597	MeTwo	Twitter	es	@karenmelanydiaz Gorda mi poronga pedaso de zorra	sexist
2598	MeTwo	Twitter	es	Nada como una mujer todo terreno.	non-sexist
2599	MeTwo	Twitter	es	yo estoy en su situación y leo que mis propios fans dicen que no van a venir a mis conciertos porque me he portado como una niña y me hundo en la miseria #OTDirecto12NOV	non-sexist
2600	MeTwo	Twitter	es	@Melisabetcc En ese caso, la loca del coño tira de archivo.	sexist
2601	MeTwo	Twitter	es	@latercera Ella está acostumbrada a hacer las cosas calladas como las arañas, subiéndose por panderetas. Y nadie dice nada. Es zurda y mojigata. Que pena que es diputada por el distrito de Huechuraba, mis vecinos ni la ubican.	non-sexist
2602	MeTwo	Twitter	es	"- Quien cree que Regina es una pinche mojigata creída de mierda?
- ...
  #masterchefmx https://t.co/epfkL5duG1"	non-sexist
2603	MeTwo	Twitter	es	"@vikidonda Mucho feminismo pero a la hora de votar vos votaste que los abusadores y violadores asesinos puedan salir libres sin cumplír su condena entera! Eso se llama HIPOCRESÍA!
Sos una sinvergüenza y caradura!
Sácate la careta, mantenida del Estado!"	non-sexist
2604	MeTwo	Twitter	es	@EspMartina ¿Podrías desarrollar esta tesis? Me interesa muchísimo. Yo me refiero mucho a mi mismo en femenino y quiero entender porque pensas que odio a las mujeres por eso. https://t.co/AzSqVV7pEw	non-sexist
2605	MeTwo	Twitter	es	"Las mujeres de hoy en día:

—«No quiero estar sola, pero tampoco busco novio»
—«Me gustas, pero no tienes carro, abdominales, yate, la chequera de tu papá o tu propio apto»
—«Me llamas la atención, pero estoy saliendo con alguien más»"	sexist
2606	MeTwo	Twitter	es	@locallamame Jajajajaja yo es que tengo siesta asegurada y minimo de esfuerzo tambien xD	non-sexist
2607	MeTwo	Twitter	es	"@LowellCham_ Es como estar conectado a internet todo el tiempo... a veces da dolor de cabeza... 

*Para la proyección y va a la cocina.*

Espera que creo que compre palomitas. Si... aquí están. ¿quieres que las haga?"	non-sexist
2608	MeTwo	Twitter	es	cuando voy a la cocina y mi hermano se esta comiendo mi comida https://t.co/Miaf5VQ68s	non-sexist
2609	MeTwo	Twitter	es	@xJulesEvensonx Pero has dicho que soy medio marimacho así que..	non-sexist
2610	MeTwo	Twitter	es	@adrescala @cmbustamante @petrogustavo Con esa cara de marimacho debe ser militante del partido verde=partido gay=mamerto=Petrismo-Farucho.	non-sexist
2611	MeTwo	Twitter	es	@DIOSAPELITOZ @ghoficial No es para menos es para darle dos hostias bien da a esa niñata	non-sexist
2612	MeTwo	Twitter	es	Disfrutando como una niña de profesionales de la #comunicacioninterna @NovartisSpain @NespressoES @cellnextelecom @essity https://t.co/HRV9ftd9qY	non-sexist
2613	MeTwo	Twitter	es	Ahora usted me van a decir, ¿Cómo dejo de ser malcriada?, si toda la vida en cada rincón que estoy me miman cómo una niña de 4años.	non-sexist
2614	MeTwo	Twitter	es	Pues porque pareces una puta diosa del olimpo https://t.co/ouuB6lJMtB	non-sexist
2615	MeTwo	Twitter	es	Yo cuando me dicen pareces una puta así, y yo les digo pero PUTISIMA, pero no tuya bb. https://t.co/qbXHL4UFjj	non-sexist
2616	MeTwo	Twitter	es	9.19 de la mañana.... Primera loca del coño.... Que largo va a ser el Martes 13......	non-sexist
2617	MeTwo	Twitter	es	"#AlMomento Mujer al volante quiso ganarle el paso al tren con su mini auto, no lo logró y resulta lesionada 
#ElReporte en vivo <f0><U+009F><U+0091><U+0089> https://t.co/uqe9JZkF51
#CdVictoria #Tamaulipas https://t.co/X4mgVDKkOX"	non-sexist
2618	MeTwo	Twitter	es	Yo no odio a las mujeres ni a las minorías...	non-sexist
2619	MeTwo	Twitter	es	@kokeshema @jualtorres Disimula un fla tu odio a las mujeres man	non-sexist
2620	MeTwo	Twitter	es	Con las mujeres de hoy en día , sino sos padrastro te haces puto.	sexist
2621	MeTwo	Twitter	es	Las mujeres de hoy en día ya no quieren relaciones serias, solo buscan sexo.	sexist
2622	MeTwo	Twitter	es	@Gaerwenill ¿En copa, en serio? Nenaza... https://t.co/KuAhNcEzrh	sexist
2623	MeTwo	Twitter	es	"@zabormeta @onekorama @IrantzuVarela @JovenEuropeo @Barbijaputa Vale ya lo voy pillando, si tengo una mujer y un hombre cogeré a la mujer para que pare la bala y salvé mi vida, si no hago eso me haría ser una nenaza.
Veis como quieren cambiar el rol de género y ser hombres, un claro ejemplo."	sexist
2624	MeTwo	Twitter	es	@ldpsincomplejos No he visto ninguna condena del sector feminazi, ni siquiera feminista.	sexist
2625	MeTwo	Twitter	es	5.¿Alguna vez usaste como insulto palabras como: trolo, maricon, trava, marimacho, puto, torta u otro similares?	non-sexist
2626	MeTwo	Twitter	es	Y además como ella conduce muy bien podríamos decir por fin: MUJER TENIAS QUE SER. https://t.co/ur6r2kzN4A	non-sexist
2627	MeTwo	Twitter	es	https://t.co/cqzMsPoFKd compartimos con vosotros la tertulia en la que participaron nuestras mujeres de #AfammerMurcia.	non-sexist
2628	MeTwo	Twitter	es	"Esto no es mio es de una persona con la Q estoy de acuerdo.
Para cuando, donde, a Q  hora dicha manifestación.O como son Magrebíes hay Q callarse, donde están las feministas Q salían en tromba cuando la manada de Navarra,o esta mujer agredida por 14 indeseables lo fue x su gusto. https://t.co/Qz1Itzodeq"	non-sexist
2629	MeTwo	Twitter	es	@NiicoMilan Coincido eso es el verdadero machismo que tiene un respeto absoluto por la mujer más no lo que quieren hacer las feministas pasar por machismo.Nadie puede lastimar a una mujer	sexist
2630	MeTwo	Twitter	es	"Y así estuvieras trabajando en casa, no solo es el malestar por andar en tus días.
Entonces, hombres, dejen de estar diciendo estupideces. Mejor ayuden, aporten algo bueno a las mujeres que pasamos por esto. Mujeres, no se aprovechen."	non-sexist
2631	MeTwo	Twitter	es	"“Como una niña”.
Igual de valiente, de fuerte, de inteligente, de paciente, de sensible. IGUALES.
#comounaniña  #cadavezmasiguales 
#likeagirl<f0><U+009F><U+0092><U+00AA> #likeagirl #micromachismos #babymachismos https://t.co/6UeC2zaYh5"	non-sexist
2632	MeTwo	Twitter	es	Erin es como una niña pequeña pero a lo diosa del olimpo.	non-sexist
2633	MeTwo	Twitter	es	Navidad es mi epoca fav, soy como una niña cuando viene diciembre <f0><U+009F><U+0098><U+00AB><f0><U+009F><U+00A4><U+00B6><f0><U+009F><U+008F><U+00BD><f0><U+009F><U+008E><U+0084>	non-sexist
2634	MeTwo	Twitter	es	Y así empiezan las relaciones tóxicas junto con “tú no eres como las demás guarras.” “No te pongas esto que pareces una puta.” https://t.co/P9y6tzQoqT	sexist
2635	MeTwo	Twitter	es	fav y digo algo que me guste de ti, si me pareces una puta mierda yo te lo digo, así que luego no me vengáis vaduxi vaduxi has sio mala no osea yo he advertio	non-sexist
2636	MeTwo	Twitter	es	fav y digo algo que me guste de ti, si me pareces una puta mierda yo te lo digo, así que luego no me vengáis vaduxi vaduxi has sio mala no osea yo he advertio	non-sexist
2637	MeTwo	Twitter	es	@silviagpucheta AJAJAJA la loca del ketchup	non-sexist
2638	MeTwo	Twitter	es	@Cookie_Boris Es que esta gente se pasa con sus estereotipos... O sea, que si esa es una premisa para ser mujer imagínate!!! Ni de niña lo fui. <f0><U+009F><U+00A4><U+00AC>	non-sexist
2639	MeTwo	Twitter	es	@jorgitoito95 Para ser chica tengo medida estándar, tu para ser chico eres bajito/normal	non-sexist
2640	MeTwo	Twitter	es	Claramente no nací para ser chica fit	non-sexist
2641	MeTwo	Twitter	es	Menuda pieza es la Makoke, toda la vida vendiendo sus infidelidades en platós (fueron unas cuantas) y ahora pretende ir de mojigata. Anda para tu casa ya Makoke !!!! Vete a .......a Parla. #SomosLaAudiencia14N https://t.co/ztRTI6Y43y	non-sexist
2642	MeTwo	Twitter	es	Parece ser que a veces es difícil ser coherente no @LeticiaDolera? Mucho feminismo pero cuando te toca demostrarlo de verdad ya tal... qué vergüenza! https://t.co/lzMFxXm2yJ	sexist
2643	MeTwo	Twitter	es	"@srtabebi hoy un profesor ha dicho en mi clase:
- Mucho feminismo pero luego hay hombres maltratados y no se dice nada ehhh 
Palabras textuales"	sexist
2644	MeTwo	Twitter	es	Cuando se va a terminar esto de que te traten mal los hombres cuando te ven que sos una mujer al volante?	non-sexist
2645	MeTwo	Twitter	es	"@luisevivanco Mi querido Luis, hay un dicho que dice: ""Mujer al volante...."" jejejeje"	sexist
2646	MeTwo	Twitter	es	"Las mujeres no deberían manejar
Son un peligro"	sexist
